text,fav
"[定期]ピクトグラムの作成を通じて，プログラミングの諸概念も学習できるアプリケーション「ピクトグラミング」を公開してます．日本語，Python,JavaScriptやビジュアルブロックでプログラミングできるバージョンも公開しています．授業利用にもぜひお役立てください．https://t.co/Gqtw12BHj2",3
@KawaiiBOTz Source found on Pixiv!Similarity: 96.26%Title: デレマスらくがきまとめAuthor: ねこまたなおみhttps://t.co/zWSj87FSiHSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,2
以前Pythonで書いてPyinstallerでexe化したやつ久しぶりに実行したら、エラーを返した。その間にWindows10の更新があったかな?? 何かに依存してるのか。,0
@python_octopus 2時半ですよ,0
PythonでChord Diagramを描画する - https://t.co/NmMKQwMhgG,0
今日の進捗は、一億年ぶりに python のスクレイピングコードを書き、大量の画像をダウンロードしたことです。悪ですね。,1
「ビット演算子」合格できました！ https://t.co/0Uoqw6Sma0 #RecursionCS #コンピューターサイエンス #プログラミング #独学 #python #qscssolution,5
PythonのORMとかDBマイグレーション結局何がええんかわからんMybatis generatorみたいにサクッとDBからモデル作ってくれるやつはないのか,2
pythonは0&lt;a&lt;1行けるくせにC#簡略化できねえんだよな,0
PythonかJava||JSべんつよして～とか毎回言ってる,0
@KawaiiBOTz Source found on Pixiv!Similarity: 96.28%Title: yellowAuthor: みや＠強力麻痺袋https://t.co/xsby14srMvSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,1
@8wings64 なるほど、Pythonでもそんなもんなんや,0
Pythonに慣れてきたぞ,3
AtCoder の過去問を解いていて出てきた，入力やアルゴリズムはすぐ使えるように，まとめてある．言語は記述量が少なそうな気がしているのでPython．,1
アプリ版Progateの HTML&amp;CSS 初級編、Python I 終了！レベル35！焦らずコツコツやろう。そして次はWeb版とPHPやってみよう。#プログラミング初心者 #Progate #プログラミング初心者と繋がりたい,23
pythonってelse ifじゃないの忘れてた,0
@python_reverse ちくび。,1
#今日の積み上げ メモ✅レビューアプリケーション作成✅progateでpythonを勉強✅オリジナルアプリ設計やっぱり、Pythonのコードは入力していて気持ちがいい。#駆け出しエンジニア#駆け出しエンジニアと繋がりたい#Python#侍エンジニア,29
"日本のツイートトレンドTOP10は['#日向坂で会いましょう', '#乃木坂工事中', '#馳河ランガ誕生祭2021', '#関ジャム', '#冨岡義勇誕生祭2021', '指定暴力団組織', '組の評判', '義勇さん', 'iPhoneシャワー', 'オニャンコポン']です #Python #Tweepy",0
プログラミングって、最初の基礎の勉強(定着させる)のが難しいんです。逆にそれできたらいくらでも自分で学んでいけるんです学習でつまずいてる人、DM来ていただいたら相談乗ります#プログラミング初心者 #プログラミング学習#python#プログラミング独学#プログラミング#プログラミング初学者,11
@Python_regius01 きいちゃん大好き～～～🥺💕💕ありがとう😘会お会お～～～💓,0
@python_reverse (なんの歌だ？),2
2021-02-08 02:00:02仙台市現在の天候：所により雪　　　気温：1℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,2
@Binary__number @ak4hito printfなうえに;がない当たりPythonではなくKotlinを書いた後だなおぬし,3
@python_reverse それは魅力的だ。おいくらだい？,1
"言語ランキングGithub発表：1位Javascript,2位Python,3位JavaITエンジニアが学びたい：1位Python(32.8%),2位Java(9.3%)、3位JavaScript(5.9%)今はJavaかJavaScriptを使っているとも受け取れます。また1位Python,2位Java,3位JavascriptはGoogle検索数なので広告収入得るならPython情報サイトですねw",2
昨夜から始めてみたPythonがえらい楽しいスクレイピングしかやってないけど微妙に変数と演算の格納が保持されるのかされないのかが分からんのさえ解消すれば次行けそう,0
もうPython泣くほど詰んでる...,3
「#こんにちはPython」という本を読んで、PCにPythonをインストール。ゲームセンターあらしを読んでいた世代には懐かしいキャラが出てきますが、当時はノートPCってなかったよなぁって思いながら一気読み。プログラム言語初心者でも理解しやすいように解説している本です。@msugaya,10
Serpens v2.0 - Blender用のノードベースビジュアルスクリプティングアドオン新バージョン！全面作り直しでパワーアップ！Zip形式アドオンも作成可能に！https://t.co/6z43Q3yVUi#b3d #blender3d #3dnchu #python https://t.co/6r711ikWuG,59
今最も人気のあるプログラミング言語はPythonなんだなぁ実際に使用されているかっていうよりも、検索関連のランキングなんだろうけど、隔世の感があるな https://t.co/ZEyQQ6t3b7,1
やりたいメモ丁寧そうでよいUsing Jupyter Notebooks for Data Science Analysis in Python LiveLessons https://t.co/SfwMZHEk0T,0
@irl_dear 探しても頑張ってこねこねしてるやつとか、英語のサイトばっかりでPythonにはないもんだと思ってたんですよ～～～！やったぜｂｂ,0
@KawaiiBOTz Source found on Pixiv!Similarity: 96.61%Title: 青空天使Author: るごhttps://t.co/6lXFdVpJUsSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,1
溜まったお金でPython級購入。真正面から見た姿は面長でイマイチと思ったけど、外から見てみると割といい感じ。まだ装備が弱いので採掘と輸送って感じかな・・・ #EliteDengerous #エリデン https://t.co/MhVFoxHbm8,1
Pythonが圧倒的な1位、2021年エンジニアが学びたいプログラミング言語 https://t.co/LP0iZpPqe3 @ledgeaiより,1
Pythonの伸びやば https://t.co/OzbJfTQwcb,6
【本日の記事】python datetimeモジュール　型の変換についてです！https://t.co/5U6eXjywAY#python #datetime #pythonprogramming #ブログ初心者,7
金曜日、久々に本に大金を注ぎ込んだ。4冊買い、Python、ロジ、ロジ、Excel。頭を使うのを辞めたと思われる今のチームで、私は頭を使っていたいから。,1
山のようにある単純作業を減らしてもっとコラボ企画や商品開発、事業推進に自分の時間を割きたい（ついでに自分のミジンコみたいな英語力もどうにかしたい）！ということでPythonをかじってみることにしました何かを始めるのに遅いということは無いと言い聞かせながら…https://t.co/isbmA5aavD,20
@k_can_python そっかーキンタマついてんのかー,1
@Senri551853 Pythonのバージョンマジ!?,0
PEP8って今まで意識しなかったけど、しっかりおさえておく方が良さそう。#Python,0
久々の投稿です！いろいろ立て込んでてパソコンを触れる時間はあんまりありませんでした！今日はPython学習と読書を行えたので投稿します！😂😂😂作りたいものがあるので、明日から4日間で基礎を終わらせて、そっちの方に集中します😬😬,4
オライリーサブスクに日本語版あった………ポツポツとあるのかな…？Pythonデータサイエンスハンドブック ―Jupyter、NumPy、pandas、Matplotlib、scikit-learnを使ったデータ分析、機械学習 https://t.co/NcgfpbiR1e,2
PCが戻ってこないとPython進まん,0
おはようございます！今日は、・記事の下書き×１・Python・コンテンツ分けやります🔥🔥🔥やることキッチリやって、キャンプへ行こう⛺️🔥🪨😆今日もよろしくお願いします❗️#おは戦30208fg#朝活,11
本格的に自宅にMayaの環境が欲しくなってきた…pythonさえ使えるならLTで十分なのになぁ,0
Pythonで代数計算とCSV書き出しができるようになたよ〜,1
@callmekohei ただ、既存のF#の資産運用したいってなるとそれをどうするか？ってことにもなるのかもじゃなくて、最初から作るなら別言語ってことかなぁ・・・コッチの場合はF#じゃなくてPythonってことになるけど、どのみち耐障害性優先するなら最初からElixirになるかもしれない・・・,1
@k_can_python おとこだったのか,1
ISOの質問状作ったり、今日しこたま買ってきたPythonの本やったり、誰も専門家がいないけど誰かがちゃんとやらなきゃならない(というか全然わからんのにいつのまにか一番わかる扱いされてる)りゃみゃんのお勉強やら本当にやることは溢れてる。,2
"edXで3年前に修了したんだけどすごく楽しかった""Introduction to Computer Science and Programming Using Python""の講座また始まるんだ。復習のためにやってみよう。",2
Pythonの基礎が終わったので今日はもう寝ます明日データなんとかから勉強再開！,4
@k_can_python プログラミングより簡単,0
@jun50_python いえーす(),1
python に任せるか...,0
@jun50_python まだ今日(),1
@k_can_python ダイエットメンターいります？ https://t.co/LYXrLjJMfK,0
Pythonに対する殺意を込めて https://t.co/qRwjcc0gmE,0
"メモメモ_φ(･_･ちなみにF#なスーパーバイザ的な例外処理できるのかなぁ？「Python,C++だとかみたいな例外処理とElixirは根本的に考え方が違う」 https://t.co/rb7MiPYyeF",1
"N88BASICQuickBASIC, QuickCC++Builder, DelphiPHP, RubyC#, Python, Elixir, Go（現在）Rust, Gleam（これから） #プログラミング言語移動経路",3
"@callmekohei これ、耐障害性へのパラダイムシフト　って副題になってるけど、OOPや関数型のパラダイムシフト～　と同様に例外に対するパラダイムシフトが書いてあるから、Python,C++だとかみたいな例外処理とElixirは根本的に考え方が違うってわかる例外に焦点を当てたパラダイムシフトの学習に最適かと思う",1
やだPython嫌いになる,0
今日学んだことpython axisの存在ソフトマックス関数のバッチ版実装まだよくわからないのが、値算出のときにバッチサイズで割るときと割らない時の違い,2
データ分析の手段の一つとしてPythonを選んだかPythonやっててデータ分析やりだしたかだと割とPythonの扱いが違うと思うの。。,1
@KawaiiBOTz Source found on Pixiv!Similarity: 97.55%Title: FGOまとめ③Author: 喜多禄https://t.co/xWcrpLt0JESource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
嘘です。Pythonで普通にクロージャとか使ってます。あれは一種のメタ数学と言えるでしょう。,0
2/7･暗号技術の全て…~p35･独習Python…chapter1,0
エラーメッセージに合わせて適当にスペースで段組みして書いてたけど、なんかヘンだなと思って検索してみたら、ヒド・・斬新だなPythonの段組み仕様。てゆかまず入門ページ見た方がよくないか俺・・ これいきなり目的逆引きで書ける言語じゃなくない？(←それを今言う？,0
週末はFlask on Pythonにどっぷり。プログラミングは良いね。アイデアをすぐに形にできる。エラーだらけだけど😱,4
【競馬予想AI】Pythonで正規表現を使って競馬データを加工する【機械学習】 https://t.co/oNEaVJQSmh @YouTubeよりこの解説感動するほどわかりやすい,1
もうサクッとMVCの形だけ作っちゃおかな。PythonでStarlette魔改造した経験とNimでフルスタックフレームワーク作った経験からするとMVCなら1日で作れるはずなんや,3
@AskanDq10 自分はリーダーではないですが某企業でハード層からアプリ層まで一連のシステムの構築運用をさせていただいています。サーバ構築しながらPythonゴリゴリしたりしておりますよ。いいのかこんなダメ人間にそんなことさせてｗあ、Githubに社内ソース上げたりとかはしないですからね？ｗ,1
@TOSPythonでChord Diagramを描画する https://t.co/bKts8a1jxt #Qiita,0
明日からPythonガチらないとやばいあと寝る(),2
新作の効率化ツールを公開しました！設定しておけば、定期的にWebサイトをチェック、スクショをメールに添付して送ってくれます。【効率化ツール】【ブラウザ自動操作】WebサイトをスクリーンショットしてGmail添付で送信！https://t.co/0SN6dl6iqg#効率化 #python #selenium,4
まだPythonコード書き始めたばかりだけど仲良くなれるような気がする,1
珈琲豆の発注をするPythonスクリプト書いた。Playwrightはじめて使ったけど便利だ。,1
"日本のツイートトレンドTOP10は['#乃木坂工事中', '#関ジャム', '#馳河ランガ誕生祭2021', '#冨岡義勇誕生祭2021', '#shingeki', '組の評判', '指定暴力団組織', '義勇さん', 'iPhoneシャワー', 'ミッドサマー']です #Python #Tweepy",0
Pythonって記述のルール細かいなVSCodeさんにいろいろ叱られる,0
2021-02-08 01:00:01仙台市現在の天候：所により雪　　　気温：1℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,5
私もせっかくPython使ってるんだからDjangoやってみようかなー,2
@h3oso3 @T_rzrapi pythonｵﾎﾞｴﾀｶｯﾀ…,0
@MHdedenne101 @T_rzrapi pythonにしようぜ,0
【プログラミング学習のProgate】Pythonのレベルが7にUPしました！ https://t.co/LzFbkv12sh #Progate,7
Python 勉強すればするほど金が増えやすい神プログラミング言語,2
マクロの本は持ってるから、今日の夜からPython調べよ,0
PythonとVBABK中心で1ヶ月くらい勉強してみるか,0
圧倒的ではないかPythonくん#駆け出しエンジニアと繋がりたい https://t.co/sSyWCDzYSq,8
Python屋さんとはわかり合えない...https://t.co/y6pVAocSczhttps://t.co/t7Mon8XdET,0
つーかblenderのPythonコード書くの超たのしーーーー,2
@imomomo_i 後半ぶっ飛びすぎて、ハイブリッドがかすんじゃってる🤣✨Pythonみたいな†最強†な言語作っちゃお🥺🥺(戦争仕掛けガチ←,1
と思いながらPythonやるくらいAI大好き彼らの作品とかまじ一生見てられる,2
@jun50_python おやすみー(￣^￣)ゞ,1
今月のDVs期間中の進歩は自作のダメージ計算機がちゃんと動作するようになりました。ExcelVBAとPythonでそれぞれ作りました。パーティ構成を考えるときは自作のバフ後ステータス計算機とダメージ計算機を組み合わせて利用しました。総ダメージの確率計算はpythonで行いました。#FFBE,16
統計力学とか信号処理とかやった方が良くてpythonでディ〜プラ〜ニングとかLGBM使ってばかりでいいわけないんだよなというお気持ち,14
美容サロンのサイトが完成に近いから、次はNext + TSで自分のプロフィールサイトを作ろうかと思ってたけど、CCNAの勉強もそろそろやらないとだし、ここにきてPythonのスクレイピングとAPI化にもすごい興味が出てきてどうしたらいいんだもう🤦‍♂️優先順位ですねわかります。それならCCNAです！！！！！,6
今日はこんな日。Pythonもう少しやって寝ます😪 https://t.co/cYcJAkZPEU,5
Pythonの構文大嫌いなんだけど、使いたいライブラリがあるのでやります,0
@KawaiiBOTz Source found on Pixiv!Similarity: 97.05%Title: アオリちゃんコスのイオリちゃんAuthor: おぅはしhttps://t.co/8QgzxEhQVgSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
2/6python勉強 10分英単語勉強 15分筋トレ 20分ゲーム時間 2時間ぐらい今日は疲れた..,3
#AI #プログラミング独学 #Python 今日は、外出で、1ページだけ続けることに意味がある！😊👍 https://t.co/yx9yhxxRBN,0
「Python 学習コース V」コースを修了しました！ https://t.co/IedZNqgu8v #Progate,10
スライダーで直感的に操作できて効果を得られる逸品python。 https://t.co/GsywK1xETN,2
おっこれまでやっては諦めを繰り返してたPythonプログラム史上いちばんうまく行ってるかも。まだまだだけど、検索しないで「こうかな？」で書けていちおう動く（こともある）と、やっと楽しくなってくる。がんばろう。,1
【プログラミング学習のProgate】Pythonのレベルが13にUPしました！ https://t.co/alUpBCJTSU #Progate 積み上げ　忘れるからなるべく一気にやったほうが良さそう,15
ドットインストールのHTML の授業はとりあえず全部終わった。あと、Pythonのインストールが出来ないから先に進めなかったところもクリア出来たからモチベ高い,3
もしかして、GAE Python flask のデプロイすると 「.yaml で指定していないがflask側で指定しているstaticディレクトリ」ってcloud storage に放り込まれてたりする？,0
あした１０時から準備文字起こし。ご飯食べる。小屋の掃除。帰ってきたら病院。帰ってきたら少しだけちかさんのUIチュートリアル他やりたいけど多分一日にできない事python自分の作品,0
PythonからCeVIOのトークエディタへ接続し、操作することに成功しました。映像記録として残しておこうと思います。せっかくなのでいあおねにしゃべってもらいましょう。 https://t.co/cR28GQXLYi,13
"推しの画像を無意識に保存しがちだから、被ってる画像を消してPCの容量の節約したいと思ってて、Pythonのリスト構造で、20,000件の画像の絶対パスの情報を抱えて判定処理しようとしたらオーバーフローしたんだけど、Pythonで20,000件の絶対パスの情報を扱う方法ってあるのかな…？有識者の方教えて…",0
pythonファイルをexe化できることを自分の手で確かめるだけの予備実験なのにこんなにもこんなにも,0
『プロゲート　Python』 13分 https://t.co/OphHJ6Wef9 #studyplus,2
python/dynとpython3/dynが両方ついててpython2のほうが選ばれるようになってたからっぽく、設定ファイルの先頭にpython3 0(別に0である必要はないが何かしらpython3に実行させなきゃいけないので)したら直った。もうちょっとエレガントにできんかな(set python3とか),3
「Python 学習コース II」コースを修了しました！ https://t.co/4TL65S8Ua8 #Progate,7
Pythonの環境構築出来なくてしんどいhome brewインストールしとんやけど、ずっとエラーばっかりや,0
PythonとJavaどっちの需要が高いのかな,1
pythonのexe化の記事をいくつも読んでも！！！できない！！！！！！思った3倍くらいのコード出てくる！！コマンドプロンプトでpyinstallerをインストールして～と出てくるが、HPかなんかから直接インストールしたら死ぬのか？あああああああああ,0
✅今後、覚えたほうがよいプログラミング言語とは2021年エンジニアが学びたいプログラミング言語の１位がPythonが圧倒的ですね。AIの自動化にともなってビックデータの処理でPythonとC言語の需要が一気にたかまってきた感じですね😄#プログラミング初心者 #プログラミング初学者 https://t.co/hwj4Df51kl,3
俺はPythonで帳票を作るぞ,0
人類が皆Pythonを使うことで幸福になれる。,0
@chemiegg まずは、ヤノチン先生の本を買って、ノックのイメージを掴むところから……。pythonデータ処理100本ノックって本も最近ありますし……。,0
@KawaiiBOTz Source found on Pixiv!Similarity: 95.18%Title: クロスタッグバトル参戦オメEs氏Author: FBChttps://t.co/BIkQkMs6l2Source found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,0
Pythonを学ぶための“標準教科書”。独習Python  #Python #独学 #Kindle  https://t.co/FqqfWLvcaM,1
python django モデルとフォームModelChoiceFieldを使うとデータベースを使って選択式にできるようなので、それを二つ組み合わせて一つのモデルとして manytomany fieldで保存できる様にしたい。今のところ作成中#駆け出しエンジニアと繋がりたい #今日の積み上げ,16
Pythonで画像を横にスライドさせる表示の仕方とそれを動画にする方法 MayuMega#プログラミング #Python #画像 #スライド #動画  https://t.co/bd3EZ1U8zd,3
▲予想数字公開中!!▲言語Pythonにてプログラミング!!ロト6→毎週月・木ロト7→毎週金曜https://t.co/SH77B0jCBQ【お願い】#フォロー#固定リツイート【お返し】#フォローバック#固定リツイート#フォロバ100#相互,2
Pythonでプログラミング計画25日目昨日、ツイートしたと思ってたらしてませんでした…😭自分のこういう部分が自己の成長を拒んでるんだと思います同じ過ちは犯しません😔😔😔#Python #プログラミング初心者 #プログラミング初心者と繋がりたい,8
久しぶりにpythonを触っている,7
@NitroPhenolPh pythonｷﾓﾁｴｴｴｴｴ,0
(2/6) 紀伊國屋書店 電子書籍 コンピュータ・ＩＴ・ゲームランキング1位:橋本洋志【著】/牧野浩二【著】『データサイエンス教本 - Pythonで学ぶ統計分析・パターン認識・深層学習』https://t.co/QEu5bkj5xu,0
Pythonで「こう言うアプリあったら便利だな」が簡単に実現できるのが楽しすぎる,1
個人的にUdemyってそんなにお金払う意味あるか？ってコースがたくさんあると思ってて、ただ、それでも売れてるんですよね。セールで2000円とかになるとしてもまあまあな額になってる笑YouTubeのPython動画全部削除して、Udemyに載っけたほうがいいんですかね？笑,2
ファイルから読み取り入力のデータと照合するプログラムが書けないので調べても分からない。情報求む。 #Java #Python,2
テクスチャ名を手動で変更するの怠いpythonでやろうとするとドキュメント漁るのが怠い,0
#今日の積み上げ ✅paizaスキルチェックDランクDランクでもたまに時間がかかる問題があるからまだまだだな。がんばります！！#プログラミング初学者と繋がりたい #プログラミング初心者 #テックアカデミー #python #駆け出しエンジニアと繋がりたい,18
Pythonをシノビガミで学んでたがmdbうまくできなかったのでドライバー64ビットにして今日はフィニッシュ,0
アホやってるの尻目にpythonやるか,3
#Python 関連の最新注目書籍#セキュリティー管理 部門売上ランキング 9位！『AIセキュリティから学ぶ ディープラーニング[技術]入門』https://t.co/xHQfIzbp0I,0
M5paper「Hello World」までで結構時間かかった。mac特有のpython関連のエラーなんてメーカーサイトに解決方法大きく書いておいて欲しいわ。 https://t.co/Aky9GRS56l,3
Python使うのにvisualcode使ってるんだけど、community2017じゃtwint使えないのはなんでだろう,1
@python_lady それは良い,0
「Python 学習コース III」コースを修了しました！ https://t.co/tXKf9CKdHH #Progate,5
シェルスクリプト恐らくできた。これでPC遮断中もPython動かせる。,0
【Python：ExcelのリストからGmail一括送信】ってのを作りました。添付ファイルもつけられます。やはり手を動かするとコードの理解が深まりますね☺️あとjupyter labはvscodeからも使えることも知りました。これだとVscodeの予測変換とかショートカットキーも使えるのでさらに生産性あがります🔥🔥 https://t.co/vDguzdb17y,2
@KawaiiBOTz Source found on Pixiv!Similarity: 97.2%Title: ＜塗ってみた＞　ぱちゅりーAuthor: よぇ＠２日目ク-09bhttps://t.co/6OT00R2xdtSource found via SauceNAO Python API Wrapper @ https://t.co/Y1XKgwPaCt !,1
rubyはある面においてはその両方。ただweb的な面を取り除くとちょっと弱い。代わりに言語自体の性能はpythonより上。phpもweb特化なら同様というような感覚。,0
"プロジェクトは2,3年合同授業かつ、テーマ8の中から4つずつ分けて2年間やるので、2年でJavaScriptとPythonに当たらなくても3年で必ずやります。2年で当たった方が先輩が助けてくれるからまだ楽。",0
perlとpythonは同じLLではあるけれど、主戦場が違う気はしている。perlは自分の中では主戦場はワンライナーの糊として。pythonはワンライナー中のコマンド。あるいはそれに引数を渡すためのui。機能が固定してきて、ツールとしておこせるならgo、やrustにすると高品質にはなるかもねという感じ,0
環境変数LO_COLLECT_UITESTでLibOを起動してから操作した記録がテキスト形式でベロっと出る。これを見ながらPythonのコードを書く,1
@python_lady 美味しい酒と美味しい肴でお疲れマラ。,0
日付変わってしまったので、”昨日”の結果。☑ブログ執筆・公開□英会話の勉強☑Pythonの勉強英会話の勉強は今日やる。Pythonの勉強やったものの、ほんの少ししか進んでない。でも、歩みは遅くても諦めずに取り組みたい。,2
【プログラミング学習のProgate】Pythonのレベルが11にUPしました！ https://t.co/wtCZgjGXRu #Progate,4
最近は英語と数学とPython勉強しながら、クイーンズギャンビット観たりゆるキャン観たりしてます。クイーンズギャンビットおもしろいし、ゆるキャンは頭がからっぽになります。 https://t.co/C5MirCidHV,1
大半というか9割以上が初心者です。1年から2春までのJavaは比較的懇切丁寧に教えてくれます！C言とpythonは基本はほとんど同じなのでほぼ説明なく授業で扱います。 #Peing #質問箱 https://t.co/g8Q88yKuVk,0
LibOのUITestフレームワークはPythonのunittest.TestCaseからの継承。例としてsw/qa/uitest/ とかを見るとぞろっとスクリプトあるよ。当然UTに比べると遅いのとLinuxじゃないと動かないというのが問題。 https://t.co/DuWLEqsB3v 参照,1
@naginagi62 今、自作アプリのバックエンドをPython使って開発してるんですが、バックエンドに関してはRustを使った方が良きな気がするんですよね。Python笑えないぐらい遅いし(),1
1春〜2春までJava、2春にC言、2春〜3秋までプロジェクトでpython、JavaScriptを扱います。(Java以外はほぼ教わりません。自分で頑張る感じ。) #Peing #質問箱 https://t.co/spCLdE1RJL,0
KritaのPythonプラグインにあるMixerSliderDockerっての地味に便利だな,0
【pyinstallerの使い方】参考になった記事です。ありがとうございます☺️https://t.co/VKzYe4Kal0https://t.co/tD0BqYxDnrhttps://t.co/WXzpZUQEkO#駆け出しエンジニアと繋がりたい#Python#プログラミング独学,11
アジェンダはPythonによるUI TestingとCppUnitによるユニットテスト,1
プログラミング入門としてPythonやるつもりなんだけどバックエンド的にはRubyとかJavaScriptなんかな？しばらくPythonで遊んでみるか？,0
"日本のツイートトレンドTOP10は['#関ジャム', '#麒麟がくる', '#初耳学', '#君と世界が終わる日に', '指定暴力団組織', '組の評判', 'iPhoneシャワー', '#IDOLYPRIDE', 'ミッドサマー', '大河ドラマ']です #Python #Tweepy",0
実はKivy-iOSというライブラリを使えばPythonでiOSアプリを作ることができます。もちろんアプリストアに公開することも可能です。「意外と簡単！！Pythonで作るiOSアプリ【Python】(kivy-ios)」https://t.co/dh6zc81MLy#Python #iOS #アプリ開発 https://t.co/mFdPhDxNI8,1
Pythonわからなすぎて泣けてきた。言語とか今までの人生で一度も触れたことないのに急にツール作れと言われても無理やわ…やるしかねえけど。,0
アプリ作りたいんだけど言語ってどれがいいんだろ、やっぱどうせ勉強するならPython？,1
人工知能とか機械学習とかやりたかったらPythonしたほうがいいかもね～,2
#駆け出しエンジニアと繋がりたい  #プログラミング #python  #プログラミング初心者  #プログラミング学習【C++】プログラミングマスターしたけど質問ある？https://t.co/pIjGzzrCIC,8
Pythonは捨ててRustをお勉強するべきだろうか。いや、Pythonちゃんはちょっとしたツール作成には良きな言語だからな。けど、僕のやりたいことをやるためにPythonを学ぶ意味は無い気がする。,26
2021-02-08 00:00:01仙台市現在の天候：所により雪　　　気温：3℃#仙台の天気#プログラミング #Python#相互フォロー #フォロバ100 #followback,2
@Yobinori ちょうどPython、機械学習、ディープラーニング勉強しているところ&amp;将棋好きなので、見よーーφ(･ω･｀)ﾒﾓﾒﾓ,0
